Date,Country/Region,Province/State,Lat,Long,Confirmed,Recovered,Deaths,Territory
2/22/2020,Canada,Nova Scotia,44.682,-63.7443,0,,0,Canada
2/23/2020,Canada,Nova Scotia,44.682,-63.7443,0,,0,Canada
2/24/2020,Canada,Nova Scotia,44.682,-63.7443,0,,0,Canada
2/25/2020,Canada,Nova Scotia,44.682,-63.7443,0,,0,Canada
2/26/2020,Canada,Nova Scotia,44.682,-63.7443,0,,0,Canada
2/27/2020,Canada,Nova Scotia,44.682,-63.7443,0,,0,Canada
2/28/2020,Canada,Nova Scotia,44.682,-63.7443,0,,0,Canada
2/29/2020,Canada,Nova Scotia,44.682,-63.7443,0,,0,Canada
3/1/2020,Canada,Nova Scotia,44.682,-63.7443,0,,0,Canada
3/2/2020,Canada,Nova Scotia,44.682,-63.7443,0,,0,Canada
3/3/2020,Canada,Nova Scotia,44.682,-63.7443,0,,0,Canada
3/4/2020,Canada,Nova Scotia,44.682,-63.7443,0,,0,Canada
3/5/2020,Canada,Nova Scotia,44.682,-63.7443,0,,0,Canada
3/6/2020,Canada,Nova Scotia,44.682,-63.7443,0,,0,Canada
3/7/2020,Canada,Nova Scotia,44.682,-63.7443,0,,0,Canada
3/8/2020,Canada,Nova Scotia,44.682,-63.7443,0,,0,Canada
3/9/2020,Canada,Nova Scotia,44.682,-63.7443,0,,0,Canada
3/10/2020,Canada,Nova Scotia,44.682,-63.7443,0,,0,Canada
3/11/2020,Canada,Nova Scotia,44.682,-63.7443,0,,0,Canada
3/12/2020,Canada,Nova Scotia,44.682,-63.7443,0,,0,Canada
3/13/2020,Canada,Nova Scotia,44.682,-63.7443,0,,0,Canada
3/14/2020,Canada,Nova Scotia,44.682,-63.7443,0,,0,Canada
3/15/2020,Canada,Nova Scotia,44.682,-63.7443,0,,0,Canada
3/16/2020,Canada,Nova Scotia,44.682,-63.7443,5,,0,Canada
3/17/2020,Canada,Nova Scotia,44.682,-63.7443,7,,0,Canada
3/18/2020,Canada,Nova Scotia,44.682,-63.7443,12,,0,Canada
3/19/2020,Canada,Nova Scotia,44.682,-63.7443,14,,0,Canada
3/20/2020,Canada,Nova Scotia,44.682,-63.7443,15,,0,Canada
3/21/2020,Canada,Nova Scotia,44.682,-63.7443,21,,0,Canada
3/22/2020,Canada,Nova Scotia,44.682,-63.7443,28,,0,Canada
3/23/2020,Canada,Nova Scotia,44.682,-63.7443,41,,0,Canada
3/24/2020,Canada,Nova Scotia,44.682,-63.7443,51,,0,Canada
3/25/2020,Canada,Nova Scotia,44.682,-63.7443,68,,0,Canada
3/26/2020,Canada,Nova Scotia,44.682,-63.7443,73,,0,Canada
3/27/2020,Canada,Nova Scotia,44.682,-63.7443,90,,0,Canada
3/28/2020,Canada,Nova Scotia,44.682,-63.7443,110,,0,Canada
3/29/2020,Canada,Nova Scotia,44.682,-63.7443,122,,0,Canada
3/30/2020,Canada,Nova Scotia,44.682,-63.7443,127,,0,Canada
3/31/2020,Canada,Nova Scotia,44.682,-63.7443,147,,0,Canada
4/1/2020,Canada,Nova Scotia,44.682,-63.7443,173,,0,Canada
4/2/2020,Canada,Nova Scotia,44.682,-63.7443,193,,0,Canada
4/3/2020,Canada,Nova Scotia,44.682,-63.7443,207,,0,Canada
4/4/2020,Canada,Nova Scotia,44.682,-63.7443,236,,0,Canada
4/5/2020,Canada,Nova Scotia,44.682,-63.7443,262,,0,Canada
4/6/2020,Canada,Nova Scotia,44.682,-63.7443,293,,0,Canada
4/7/2020,Canada,Nova Scotia,44.682,-63.7443,310,,1,Canada
4/8/2020,Canada,Nova Scotia,44.682,-63.7443,310,,1,Canada
4/9/2020,Canada,Nova Scotia,44.682,-63.7443,342,,1,Canada
4/10/2020,Canada,Nova Scotia,44.682,-63.7443,407,,2,Canada
4/11/2020,Canada,Nova Scotia,44.682,-63.7443,428,,2,Canada
4/12/2020,Canada,Nova Scotia,44.682,-63.7443,445,,2,Canada
4/13/2020,Canada,Nova Scotia,44.682,-63.7443,474,,3,Canada
4/14/2020,Canada,Nova Scotia,44.682,-63.7443,517,,3,Canada
4/15/2020,Canada,Nova Scotia,44.682,-63.7443,549,,3,Canada
4/16/2020,Canada,Nova Scotia,44.682,-63.7443,579,,3,Canada
4/17/2020,Canada,Nova Scotia,44.682,-63.7443,606,,4,Canada
4/18/2020,Canada,Nova Scotia,44.682,-63.7443,649,,7,Canada
4/19/2020,Canada,Nova Scotia,44.682,-63.7443,675,,9,Canada
4/20/2020,Canada,Nova Scotia,44.682,-63.7443,721,,9,Canada
4/21/2020,Canada,Nova Scotia,44.682,-63.7443,737,,10,Canada
1/22/2020,Canada,Ontario,51.2538,-85.3232,0,,0,Canada
1/23/2020,Canada,Ontario,51.2538,-85.3232,0,,0,Canada
1/24/2020,Canada,Ontario,51.2538,-85.3232,0,,0,Canada
1/25/2020,Canada,Ontario,51.2538,-85.3232,0,,0,Canada
1/26/2020,Canada,Ontario,51.2538,-85.3232,1,,0,Canada
1/27/2020,Canada,Ontario,51.2538,-85.3232,1,,0,Canada
1/28/2020,Canada,Ontario,51.2538,-85.3232,1,,0,Canada
1/29/2020,Canada,Ontario,51.2538,-85.3232,1,,0,Canada
1/30/2020,Canada,Ontario,51.2538,-85.3232,1,,0,Canada
1/31/2020,Canada,Ontario,51.2538,-85.3232,3,,0,Canada
2/1/2020,Canada,Ontario,51.2538,-85.3232,3,,0,Canada
2/2/2020,Canada,Ontario,51.2538,-85.3232,3,,0,Canada
2/3/2020,Canada,Ontario,51.2538,-85.3232,3,,0,Canada
2/4/2020,Canada,Ontario,51.2538,-85.3232,3,,0,Canada
2/5/2020,Canada,Ontario,51.2538,-85.3232,3,,0,Canada
2/6/2020,Canada,Ontario,51.2538,-85.3232,3,,0,Canada
2/7/2020,Canada,Ontario,51.2538,-85.3232,3,,0,Canada
2/8/2020,Canada,Ontario,51.2538,-85.3232,3,,0,Canada
2/9/2020,Canada,Ontario,51.2538,-85.3232,3,,0,Canada
2/10/2020,Canada,Ontario,51.2538,-85.3232,3,,0,Canada
2/11/2020,Canada,Ontario,51.2538,-85.3232,3,,0,Canada
2/12/2020,Canada,Ontario,51.2538,-85.3232,3,,0,Canada
2/13/2020,Canada,Ontario,51.2538,-85.3232,3,,0,Canada
2/14/2020,Canada,Ontario,51.2538,-85.3232,3,,0,Canada
2/15/2020,Canada,Ontario,51.2538,-85.3232,3,,0,Canada
2/16/2020,Canada,Ontario,51.2538,-85.3232,3,,0,Canada
2/17/2020,Canada,Ontario,51.2538,-85.3232,3,,0,Canada
2/18/2020,Canada,Ontario,51.2538,-85.3232,3,,0,Canada
2/19/2020,Canada,Ontario,51.2538,-85.3232,3,,0,Canada
2/20/2020,Canada,Ontario,51.2538,-85.3232,3,,0,Canada
2/21/2020,Canada,Ontario,51.2538,-85.3232,3,,0,Canada
2/22/2020,Canada,Ontario,51.2538,-85.3232,3,,0,Canada
2/23/2020,Canada,Ontario,51.2538,-85.3232,3,,0,Canada
2/24/2020,Canada,Ontario,51.2538,-85.3232,4,,0,Canada
2/25/2020,Canada,Ontario,51.2538,-85.3232,4,,0,Canada
2/26/2020,Canada,Ontario,51.2538,-85.3232,4,,0,Canada
2/27/2020,Canada,Ontario,51.2538,-85.3232,6,,0,Canada
2/28/2020,Canada,Ontario,51.2538,-85.3232,6,,0,Canada
2/29/2020,Canada,Ontario,51.2538,-85.3232,11,,0,Canada
3/1/2020,Canada,Ontario,51.2538,-85.3232,15,,0,Canada
3/2/2020,Canada,Ontario,51.2538,-85.3232,18,,0,Canada
3/3/2020,Canada,Ontario,51.2538,-85.3232,20,,0,Canada
3/4/2020,Canada,Ontario,51.2538,-85.3232,20,,0,Canada
3/5/2020,Canada,Ontario,51.2538,-85.3232,22,,0,Canada
3/6/2020,Canada,Ontario,51.2538,-85.3232,25,,0,Canada
3/7/2020,Canada,Ontario,51.2538,-85.3232,28,,0,Canada
3/8/2020,Canada,Ontario,51.2538,-85.3232,29,,0,Canada
3/9/2020,Canada,Ontario,51.2538,-85.3232,34,,0,Canada
3/10/2020,Canada,Ontario,51.2538,-85.3232,36,,0,Canada
3/11/2020,Canada,Ontario,51.2538,-85.3232,41,,0,Canada
3/12/2020,Canada,Ontario,51.2538,-85.3232,42,,0,Canada
3/13/2020,Canada,Ontario,51.2538,-85.3232,74,,0,Canada
3/14/2020,Canada,Ontario,51.2538,-85.3232,79,,0,Canada
3/15/2020,Canada,Ontario,51.2538,-85.3232,104,,0,Canada
3/16/2020,Canada,Ontario,51.2538,-85.3232,177,,0,Canada
3/17/2020,Canada,Ontario,51.2538,-85.3232,185,,1,Canada
3/18/2020,Canada,Ontario,51.2538,-85.3232,221,,1,Canada
3/19/2020,Canada,Ontario,51.2538,-85.3232,257,,1,Canada
3/20/2020,Canada,Ontario,51.2538,-85.3232,308,,2,Canada
3/21/2020,Canada,Ontario,51.2538,-85.3232,377,,3,Canada
3/22/2020,Canada,Ontario,51.2538,-85.3232,425,,5,Canada
3/23/2020,Canada,Ontario,51.2538,-85.3232,503,,6,Canada
3/24/2020,Canada,Ontario,51.2538,-85.3232,588,,7,Canada
3/25/2020,Canada,Ontario,51.2538,-85.3232,688,,8,Canada
3/26/2020,Canada,Ontario,51.2538,-85.3232,858,,13,Canada
3/27/2020,Canada,Ontario,51.2538,-85.3232,994,,18,Canada
3/28/2020,Canada,Ontario,51.2538,-85.3232,1144,,18,Canada
3/29/2020,Canada,Ontario,51.2538,-85.3232,1355,,21,Canada
3/30/2020,Canada,Ontario,51.2538,-85.3232,1706,,31,Canada
3/31/2020,Canada,Ontario,51.2538,-85.3232,1966,,33,Canada
4/1/2020,Canada,Ontario,51.2538,-85.3232,2392,,37,Canada
4/2/2020,Canada,Ontario,51.2538,-85.3232,2793,,53,Canada
4/3/2020,Canada,Ontario,51.2538,-85.3232,3255,,67,Canada
4/4/2020,Canada,Ontario,51.2538,-85.3232,3630,,94,Canada
4/5/2020,Canada,Ontario,51.2538,-85.3232,4354,,119,Canada
4/6/2020,Canada,Ontario,51.2538,-85.3232,4347,,150,Canada
4/7/2020,Canada,Ontario,51.2538,-85.3232,4726,,153,Canada
4/8/2020,Canada,Ontario,51.2538,-85.3232,5276,,153,Canada
4/9/2020,Canada,Ontario,51.2538,-85.3232,5759,,200,Canada
4/10/2020,Canada,Ontario,51.2538,-85.3232,6237,,222,Canada
4/11/2020,Canada,Ontario,51.2538,-85.3232,6648,,253,Canada
4/12/2020,Canada,Ontario,51.2538,-85.3232,7049,,274,Canada
4/13/2020,Canada,Ontario,51.2538,-85.3232,7470,,291,Canada
4/14/2020,Canada,Ontario,51.2538,-85.3232,7953,,334,Canada
4/15/2020,Canada,Ontario,51.2538,-85.3232,8447,,385,Canada
4/16/2020,Canada,Ontario,51.2538,-85.3232,9840,,490,Canada
4/17/2020,Canada,Ontario,51.2538,-85.3232,10456,,524,Canada
4/18/2020,Canada,Ontario,51.2538,-85.3232,11013,,564,Canada
4/19/2020,Canada,Ontario,51.2538,-85.3232,11561,,591,Canada
4/20/2020,Canada,Ontario,51.2538,-85.3232,12063,,624,Canada
4/21/2020,Canada,Ontario,51.2538,-85.3232,12715,,694,Canada
1/22/2020,Canada,Prince Edward Island,46.5107,-63.4168,0,,0,Canada
1/23/2020,Canada,Prince Edward Island,46.5107,-63.4168,0,,0,Canada
1/24/2020,Canada,Prince Edward Island,46.5107,-63.4168,0,,0,Canada
1/25/2020,Canada,Prince Edward Island,46.5107,-63.4168,0,,0,Canada
1/26/2020,Canada,Prince Edward Island,46.5107,-63.4168,0,,0,Canada
1/27/2020,Canada,Prince Edward Island,46.5107,-63.4168,0,,0,Canada
1/28/2020,Canada,Prince Edward Island,46.5107,-63.4168,0,,0,Canada
1/29/2020,Canada,Prince Edward Island,46.5107,-63.4168,0,,0,Canada
1/30/2020,Canada,Prince Edward Island,46.5107,-63.4168,0,,0,Canada
1/31/2020,Canada,Prince Edward Island,46.5107,-63.4168,0,,0,Canada
2/1/2020,Canada,Prince Edward Island,46.5107,-63.4168,0,,0,Canada
2/2/2020,Canada,Prince Edward Island,46.5107,-63.4168,0,,0,Canada
2/3/2020,Canada,Prince Edward Island,46.5107,-63.4168,0,,0,Canada
2/4/2020,Canada,Prince Edward Island,46.5107,-63.4168,0,,0,Canada
2/5/2020,Canada,Prince Edward Island,46.5107,-63.4168,0,,0,Canada
2/6/2020,Canada,Prince Edward Island,46.5107,-63.4168,0,,0,Canada
2/7/2020,Canada,Prince Edward Island,46.5107,-63.4168,0,,0,Canada
2/8/2020,Canada,Prince Edward Island,46.5107,-63.4168,0,,0,Canada
2/9/2020,Canada,Prince Edward Island,46.5107,-63.4168,0,,0,Canada
2/10/2020,Canada,Prince Edward Island,46.5107,-63.4168,0,,0,Canada
2/11/2020,Canada,Prince Edward Island,46.5107,-63.4168,0,,0,Canada
2/12/2020,Canada,Prince Edward Island,46.5107,-63.4168,0,,0,Canada
2/13/2020,Canada,Prince Edward Island,46.5107,-63.4168,0,,0,Canada
2/14/2020,Canada,Prince Edward Island,46.5107,-63.4168,0,,0,Canada
2/15/2020,Canada,Prince Edward Island,46.5107,-63.4168,0,,0,Canada
2/16/2020,Canada,Prince Edward Island,46.5107,-63.4168,0,,0,Canada
2/17/2020,Canada,Prince Edward Island,46.5107,-63.4168,0,,0,Canada
2/18/2020,Canada,Prince Edward Island,46.5107,-63.4168,0,,0,Canada
2/19/2020,Canada,Prince Edward Island,46.5107,-63.4168,0,,0,Canada
2/20/2020,Canada,Prince Edward Island,46.5107,-63.4168,0,,0,Canada
2/21/2020,Canada,Prince Edward Island,46.5107,-63.4168,0,,0,Canada
2/22/2020,Canada,Prince Edward Island,46.5107,-63.4168,0,,0,Canada
2/23/2020,Canada,Prince Edward Island,46.5107,-63.4168,0,,0,Canada
2/24/2020,Canada,Prince Edward Island,46.5107,-63.4168,0,,0,Canada
2/25/2020,Canada,Prince Edward Island,46.5107,-63.4168,0,,0,Canada
2/26/2020,Canada,Prince Edward Island,46.5107,-63.4168,0,,0,Canada
2/27/2020,Canada,Prince Edward Island,46.5107,-63.4168,0,,0,Canada
2/28/2020,Canada,Prince Edward Island,46.5107,-63.4168,0,,0,Canada
2/29/2020,Canada,Prince Edward Island,46.5107,-63.4168,0,,0,Canada
3/1/2020,Canada,Prince Edward Island,46.5107,-63.4168,0,,0,Canada
3/2/2020,Canada,Prince Edward Island,46.5107,-63.4168,0,,0,Canada
3/3/2020,Canada,Prince Edward Island,46.5107,-63.4168,0,,0,Canada
3/4/2020,Canada,Prince Edward Island,46.5107,-63.4168,0,,0,Canada
3/5/2020,Canada,Prince Edward Island,46.5107,-63.4168,0,,0,Canada
3/6/2020,Canada,Prince Edward Island,46.5107,-63.4168,0,,0,Canada
3/7/2020,Canada,Prince Edward Island,46.5107,-63.4168,0,,0,Canada
3/8/2020,Canada,Prince Edward Island,46.5107,-63.4168,0,,0,Canada
3/9/2020,Canada,Prince Edward Island,46.5107,-63.4168,0,,0,Canada
3/10/2020,Canada,Prince Edward Island,46.5107,-63.4168,0,,0,Canada
3/11/2020,Canada,Prince Edward Island,46.5107,-63.4168,0,,0,Canada
3/12/2020,Canada,Prince Edward Island,46.5107,-63.4168,0,,0,Canada
3/13/2020,Canada,Prince Edward Island,46.5107,-63.4168,0,,0,Canada
3/14/2020,Canada,Prince Edward Island,46.5107,-63.4168,0,,0,Canada
3/15/2020,Canada,Prince Edward Island,46.5107,-63.4168,1,,0,Canada
3/16/2020,Canada,Prince Edward Island,46.5107,-63.4168,1,,0,Canada
3/17/2020,Canada,Prince Edward Island,46.5107,-63.4168,1,,0,Canada
3/18/2020,Canada,Prince Edward Island,46.5107,-63.4168,1,,0,Canada
3/19/2020,Canada,Prince Edward Island,46.5107,-63.4168,2,,0,Canada
3/20/2020,Canada,Prince Edward Island,46.5107,-63.4168,2,,0,Canada
3/21/2020,Canada,Prince Edward Island,46.5107,-63.4168,2,,0,Canada
3/22/2020,Canada,Prince Edward Island,46.5107,-63.4168,3,,0,Canada
3/23/2020,Canada,Prince Edward Island,46.5107,-63.4168,3,,0,Canada
3/24/2020,Canada,Prince Edward Island,46.5107,-63.4168,3,,0,Canada
3/25/2020,Canada,Prince Edward Island,46.5107,-63.4168,5,,0,Canada
3/26/2020,Canada,Prince Edward Island,46.5107,-63.4168,5,,0,Canada
3/27/2020,Canada,Prince Edward Island,46.5107,-63.4168,9,,0,Canada
3/28/2020,Canada,Prince Edward Island,46.5107,-63.4168,11,,0,Canada
3/29/2020,Canada,Prince Edward Island,46.5107,-63.4168,11,,0,Canada
3/30/2020,Canada,Prince Edward Island,46.5107,-63.4168,18,,0,Canada
3/31/2020,Canada,Prince Edward Island,46.5107,-63.4168,21,,0,Canada
4/1/2020,Canada,Prince Edward Island,46.5107,-63.4168,21,,0,Canada
4/2/2020,Canada,Prince Edward Island,46.5107,-63.4168,22,,0,Canada
4/3/2020,Canada,Prince Edward Island,46.5107,-63.4168,22,,0,Canada
4/4/2020,Canada,Prince Edward Island,46.5107,-63.4168,22,,0,Canada
4/5/2020,Canada,Prince Edward Island,46.5107,-63.4168,22,,0,Canada
4/6/2020,Canada,Prince Edward Island,46.5107,-63.4168,22,,0,Canada
4/7/2020,Canada,Prince Edward Island,46.5107,-63.4168,22,,0,Canada
4/8/2020,Canada,Prince Edward Island,46.5107,-63.4168,25,,1,Canada
4/9/2020,Canada,Prince Edward Island,46.5107,-63.4168,25,,0,Canada
4/10/2020,Canada,Prince Edward Island,46.5107,-63.4168,25,,0,Canada
4/11/2020,Canada,Prince Edward Island,46.5107,-63.4168,25,,0,Canada
4/12/2020,Canada,Prince Edward Island,46.5107,-63.4168,25,,0,Canada
4/13/2020,Canada,Prince Edward Island,46.5107,-63.4168,25,,0,Canada
4/14/2020,Canada,Prince Edward Island,46.5107,-63.4168,25,,0,Canada
4/15/2020,Canada,Prince Edward Island,46.5107,-63.4168,26,,0,Canada
4/16/2020,Canada,Prince Edward Island,46.5107,-63.4168,26,,0,Canada
4/17/2020,Canada,Prince Edward Island,46.5107,-63.4168,26,,0,Canada
4/18/2020,Canada,Prince Edward Island,46.5107,-63.4168,26,,0,Canada
4/19/2020,Canada,Prince Edward Island,46.5107,-63.4168,26,,0,Canada
4/20/2020,Canada,Prince Edward Island,46.5107,-63.4168,26,,0,Canada
4/21/2020,Canada,Prince Edward Island,46.5107,-63.4168,26,,0,Canada
1/22/2020,Canada,Quebec,52.9399,-73.5491,0,,0,Canada
1/23/2020,Canada,Quebec,52.9399,-73.5491,0,,0,Canada
1/24/2020,Canada,Quebec,52.9399,-73.5491,0,,0,Canada
1/25/2020,Canada,Quebec,52.9399,-73.5491,0,,0,Canada
1/26/2020,Canada,Quebec,52.9399,-73.5491,0,,0,Canada
1/27/2020,Canada,Quebec,52.9399,-73.5491,0,,0,Canada
1/28/2020,Canada,Quebec,52.9399,-73.5491,0,,0,Canada
1/29/2020,Canada,Quebec,52.9399,-73.5491,0,,0,Canada
1/30/2020,Canada,Quebec,52.9399,-73.5491,0,,0,Canada
1/31/2020,Canada,Quebec,52.9399,-73.5491,0,,0,Canada
2/1/2020,Canada,Quebec,52.9399,-73.5491,0,,0,Canada
2/2/2020,Canada,Quebec,52.9399,-73.5491,0,,0,Canada
2/3/2020,Canada,Quebec,52.9399,-73.5491,0,,0,Canada
2/4/2020,Canada,Quebec,52.9399,-73.5491,0,,0,Canada
2/5/2020,Canada,Quebec,52.9399,-73.5491,0,,0,Canada
2/6/2020,Canada,Quebec,52.9399,-73.5491,0,,0,Canada
2/7/2020,Canada,Quebec,52.9399,-73.5491,0,,0,Canada
2/8/2020,Canada,Quebec,52.9399,-73.5491,0,,0,Canada
2/9/2020,Canada,Quebec,52.9399,-73.5491,0,,0,Canada
2/10/2020,Canada,Quebec,52.9399,-73.5491,0,,0,Canada
2/11/2020,Canada,Quebec,52.9399,-73.5491,0,,0,Canada
2/12/2020,Canada,Quebec,52.9399,-73.5491,0,,0,Canada
2/13/2020,Canada,Quebec,52.9399,-73.5491,0,,0,Canada
2/14/2020,Canada,Quebec,52.9399,-73.5491,0,,0,Canada
2/15/2020,Canada,Quebec,52.9399,-73.5491,0,,0,Canada
2/16/2020,Canada,Quebec,52.9399,-73.5491,0,,0,Canada
2/17/2020,Canada,Quebec,52.9399,-73.5491,0,,0,Canada
2/18/2020,Canada,Quebec,52.9399,-73.5491,0,,0,Canada
2/19/2020,Canada,Quebec,52.9399,-73.5491,0,,0,Canada
2/20/2020,Canada,Quebec,52.9399,-73.5491,0,,0,Canada
2/21/2020,Canada,Quebec,52.9399,-73.5491,0,,0,Canada
2/22/2020,Canada,Quebec,52.9399,-73.5491,0,,0,Canada
2/23/2020,Canada,Quebec,52.9399,-73.5491,0,,0,Canada
2/24/2020,Canada,Quebec,52.9399,-73.5491,0,,0,Canada
2/25/2020,Canada,Quebec,52.9399,-73.5491,0,,0,Canada
2/26/2020,Canada,Quebec,52.9399,-73.5491,0,,0,Canada
2/27/2020,Canada,Quebec,52.9399,-73.5491,0,,0,Canada
2/28/2020,Canada,Quebec,52.9399,-73.5491,1,,0,Canada
2/29/2020,Canada,Quebec,52.9399,-73.5491,1,,0,Canada
3/1/2020,Canada,Quebec,52.9399,-73.5491,1,,0,Canada
3/2/2020,Canada,Quebec,52.9399,-73.5491,1,,0,Canada
3/3/2020,Canada,Quebec,52.9399,-73.5491,1,,0,Canada
3/4/2020,Canada,Quebec,52.9399,-73.5491,1,,0,Canada
3/5/2020,Canada,Quebec,52.9399,-73.5491,2,,0,Canada
3/6/2020,Canada,Quebec,52.9399,-73.5491,2,,0,Canada
3/7/2020,Canada,Quebec,52.9399,-73.5491,3,,0,Canada
3/8/2020,Canada,Quebec,52.9399,-73.5491,4,,0,Canada
3/9/2020,Canada,Quebec,52.9399,-73.5491,4,,0,Canada
3/10/2020,Canada,Quebec,52.9399,-73.5491,4,,0,Canada
3/11/2020,Canada,Quebec,52.9399,-73.5491,8,,0,Canada
3/12/2020,Canada,Quebec,52.9399,-73.5491,9,,0,Canada
3/13/2020,Canada,Quebec,52.9399,-73.5491,17,,0,Canada
3/14/2020,Canada,Quebec,52.9399,-73.5491,17,,0,Canada
3/15/2020,Canada,Quebec,52.9399,-73.5491,24,,0,Canada
3/16/2020,Canada,Quebec,52.9399,-73.5491,50,,0,Canada
3/17/2020,Canada,Quebec,52.9399,-73.5491,74,,0,Canada
3/18/2020,Canada,Quebec,52.9399,-73.5491,94,,0,Canada
3/19/2020,Canada,Quebec,52.9399,-73.5491,121,,1,Canada
3/20/2020,Canada,Quebec,52.9399,-73.5491,139,,1,Canada
3/21/2020,Canada,Quebec,52.9399,-73.5491,181,,5,Canada
3/22/2020,Canada,Quebec,52.9399,-73.5491,219,,4,Canada
3/23/2020,Canada,Quebec,52.9399,-73.5491,628,,4,Canada
3/24/2020,Canada,Quebec,52.9399,-73.5491,1013,,4,Canada
3/25/2020,Canada,Quebec,52.9399,-73.5491,1342,,6,Canada
3/26/2020,Canada,Quebec,52.9399,-73.5491,1632,,8,Canada
3/27/2020,Canada,Quebec,52.9399,-73.5491,2024,,18,Canada
3/28/2020,Canada,Quebec,52.9399,-73.5491,2498,,22,Canada
3/29/2020,Canada,Quebec,52.9399,-73.5491,2840,,22,Canada
3/30/2020,Canada,Quebec,52.9399,-73.5491,3430,,22,Canada
3/31/2020,Canada,Quebec,52.9399,-73.5491,4162,,31,Canada
4/1/2020,Canada,Quebec,52.9399,-73.5491,4611,,33,Canada
4/2/2020,Canada,Quebec,52.9399,-73.5491,5518,,36,Canada
4/3/2020,Canada,Quebec,52.9399,-73.5491,6101,,61,Canada
4/4/2020,Canada,Quebec,52.9399,-73.5491,6101,,61,Canada
4/5/2020,Canada,Quebec,52.9399,-73.5491,7944,,75,Canada
4/6/2020,Canada,Quebec,52.9399,-73.5491,8580,,121,Canada
4/7/2020,Canada,Quebec,52.9399,-73.5491,9340,,150,Canada
4/8/2020,Canada,Quebec,52.9399,-73.5491,10031,,175,Canada
4/9/2020,Canada,Quebec,52.9399,-73.5491,10912,,216,Canada
4/10/2020,Canada,Quebec,52.9399,-73.5491,11677,,241,Canada
4/11/2020,Canada,Quebec,52.9399,-73.5491,12292,,289,Canada
4/12/2020,Canada,Quebec,52.9399,-73.5491,12846,,328,Canada
4/13/2020,Canada,Quebec,52.9399,-73.5491,13557,,360,Canada
4/14/2020,Canada,Quebec,52.9399,-73.5491,14248,,435,Canada
4/15/2020,Canada,Quebec,52.9399,-73.5491,14860,,487,Canada
4/16/2020,Canada,Quebec,52.9399,-73.5491,15857,,630,Canada
4/17/2020,Canada,Quebec,52.9399,-73.5491,16798,,688,Canada
4/18/2020,Canada,Quebec,52.9399,-73.5491,17521,,688,Canada
4/19/2020,Canada,Quebec,52.9399,-73.5491,17950,,820,Canada
4/20/2020,Canada,Quebec,52.9399,-73.5491,19319,,939,Canada
4/21/2020,Canada,Quebec,52.9399,-73.5491,20126,,1044,Canada
1/22/2020,Canada,Recovery aggregated,56.1304,-106.3468,,0,,Canada
1/23/2020,Canada,Recovery aggregated,56.1304,-106.3468,,0,,Canada
1/24/2020,Canada,Recovery aggregated,56.1304,-106.3468,,0,,Canada
1/25/2020,Canada,Recovery aggregated,56.1304,-106.3468,,0,,Canada
1/26/2020,Canada,Recovery aggregated,56.1304,-106.3468,,0,,Canada
1/27/2020,Canada,Recovery aggregated,56.1304,-106.3468,,0,,Canada
1/28/2020,Canada,Recovery aggregated,56.1304,-106.3468,,0,,Canada
1/29/2020,Canada,Recovery aggregated,56.1304,-106.3468,,0,,Canada
1/30/2020,Canada,Recovery aggregated,56.1304,-106.3468,,0,,Canada
1/31/2020,Canada,Recovery aggregated,56.1304,-106.3468,,0,,Canada
2/1/2020,Canada,Recovery aggregated,56.1304,-106.3468,,0,,Canada
2/2/2020,Canada,Recovery aggregated,56.1304,-106.3468,,0,,Canada
2/3/2020,Canada,Recovery aggregated,56.1304,-106.3468,,0,,Canada
2/4/2020,Canada,Recovery aggregated,56.1304,-106.3468,,0,,Canada
2/5/2020,Canada,Recovery aggregated,56.1304,-106.3468,,0,,Canada
2/6/2020,Canada,Recovery aggregated,56.1304,-106.3468,,0,,Canada
2/7/2020,Canada,Recovery aggregated,56.1304,-106.3468,,0,,Canada
2/8/2020,Canada,Recovery aggregated,56.1304,-106.3468,,0,,Canada
2/9/2020,Canada,Recovery aggregated,56.1304,-106.3468,,0,,Canada
2/10/2020,Canada,Recovery aggregated,56.1304,-106.3468,,0,,Canada
2/11/2020,Canada,Recovery aggregated,56.1304,-106.3468,,0,,Canada
2/12/2020,Canada,Recovery aggregated,56.1304,-106.3468,,1,,Canada
2/13/2020,Canada,Recovery aggregated,56.1304,-106.3468,,1,,Canada
2/14/2020,Canada,Recovery aggregated,56.1304,-106.3468,,1,,Canada
2/15/2020,Canada,Recovery aggregated,56.1304,-106.3468,,1,,Canada
2/16/2020,Canada,Recovery aggregated,56.1304,-106.3468,,1,,Canada
2/17/2020,Canada,Recovery aggregated,56.1304,-106.3468,,1,,Canada
2/18/2020,Canada,Recovery aggregated,56.1304,-106.3468,,1,,Canada
2/19/2020,Canada,Recovery aggregated,56.1304,-106.3468,,1,,Canada
2/20/2020,Canada,Recovery aggregated,56.1304,-106.3468,,1,,Canada
2/21/2020,Canada,Recovery aggregated,56.1304,-106.3468,,3,,Canada
2/22/2020,Canada,Recovery aggregated,56.1304,-106.3468,,3,,Canada
2/23/2020,Canada,Recovery aggregated,56.1304,-106.3468,,3,,Canada
2/24/2020,Canada,Recovery aggregated,56.1304,-106.3468,,3,,Canada
2/25/2020,Canada,Recovery aggregated,56.1304,-106.3468,,3,,Canada
2/26/2020,Canada,Recovery aggregated,56.1304,-106.3468,,3,,Canada
