"Date","Territory","target","cases","Recover"
2020-02-14,"Viet Nam",0,16,7
2020-02-14,"Yemen",0,0,0
2020-02-14,"Zambia",0,0,0
2020-02-14,"Zimbabwe",0,0,0
2020-02-15,"Afghanistan",0,0,0
2020-02-15,"Albania",0,0,0
2020-02-15,"Algeria",0,0,0
2020-02-15,"Andorra",0,0,0
2020-02-15,"Angola",0,0,0
2020-02-15,"Antigua and Barbuda",0,0,0
2020-02-15,"Argentina",0,0,0
2020-02-15,"Armenia",0,0,0
2020-02-15,"Australia",0,15,8
2020-02-15,"Austria",0,0,0
2020-02-15,"Azerbaijan",0,0,0
2020-02-15,"Bahamas, The",0,0,0
2020-02-15,"Bahrain",0,0,0
2020-02-15,"Bangladesh",0,0,0
2020-02-15,"Barbados",0,0,0
2020-02-15,"Belarus",0,0,0
2020-02-15,"Belgium",0,1,0
2020-02-15,"Belize",0,0,0
2020-02-15,"Benin",0,0,0
2020-02-15,"Bhutan",0,0,0
2020-02-15,"Bolivia (Plurinational State of)",0,0,0
2020-02-15,"Bosnia and Herzegovina",0,0,0
2020-02-15,"Botswana",0,0,0
2020-02-15,"Brazil",0,0,0
2020-02-15,"Brunei Darussalam",0,0,0
2020-02-15,"Bulgaria",0,0,0
2020-02-15,"Burkina Faso",0,0,0
2020-02-15,"Burundi",0,0,0
2020-02-15,"Cabo Verde",0,0,0
2020-02-15,"Cambodia",0,1,1
2020-02-15,"Cameroon",0,0,0
2020-02-15,"Canada",0,7,1
2020-02-15,"Central African Republic (the)",0,0,0
2020-02-15,"Chad",0,0,0
2020-02-15,"Chile",0,0,0
2020-02-15,"China",1663,68413,9298
2020-02-15,"Colombia",0,0,0
2020-02-15,"Congo (the)",0,0,0
2020-02-15,"Costa Rica",0,0,0
2020-02-15,"Côte d'Ivoire",0,0,0
2020-02-15,"Croatia",0,0,0
2020-02-15,"Cuba",0,0,0
2020-02-15,"Cyprus",0,0,0
2020-02-15,"Czechia",0,0,0
2020-02-15,"Democratic People's Republic of Korea (the)",0,28,9
2020-02-15,"Democratic Republic of the Congo (the)",0,0,0
2020-02-15,"Denmark",0,0,0
2020-02-15,"Djibouti",0,0,0
2020-02-15,"Dominica",0,0,0
2020-02-15,"Dominican Republic (the)",0,0,0
2020-02-15,"Ecuador",0,0,0
2020-02-15,"Egypt",0,1,0
2020-02-15,"El Salvador",0,0,0
2020-02-15,"Equatorial Guinea",0,0,0
2020-02-15,"Eritrea",0,0,0
2020-02-15,"Estonia",0,0,0
2020-02-15,"Eswatini",0,0,0
2020-02-15,"Ethiopia",0,0,0
2020-02-15,"Fiji",0,0,0
2020-02-15,"Finland",0,1,1
2020-02-15,"France",1,12,4
2020-02-15,"Gabon",0,0,0
2020-02-15,"Gambia, The",0,0,0
2020-02-15,"Georgia",0,0,0
2020-02-15,"Germany",0,16,1
2020-02-15,"Ghana",0,0,0
2020-02-15,"Greece",0,0,0
2020-02-15,"Grenada",0,0,0
2020-02-15,"Guatemala",0,0,0
2020-02-15,"Guinea",0,0,0
2020-02-15,"Guinea-Bissau",0,0,0
2020-02-15,"Guyana",0,0,0
2020-02-15,"Haiti",0,0,0
2020-02-15,"Honduras",0,0,0
2020-02-15,"Hungary",0,0,0
2020-02-15,"Iceland",0,0,0
2020-02-15,"India",0,3,0
2020-02-15,"Indonesia",0,0,0
2020-02-15,"Iran (Islamic Republic of)",0,0,0
2020-02-15,"Iraq",0,0,0
2020-02-15,"Ireland",0,0,0
2020-02-15,"Israel",0,0,0
2020-02-15,"Italy",0,3,0
2020-02-15,"Jamaica",0,0,0
2020-02-15,"Japan",1,43,12
2020-02-15,"Jordan",0,0,0
2020-02-15,"Kazakhstan",0,0,0
2020-02-15,"Kenya",0,0,0
2020-02-15,"Kuwait",0,0,0
2020-02-15,"Kyrgyzstan",0,0,0
2020-02-15,"Latvia",0,0,0
2020-02-15,"Lebanon",0,0,0
2020-02-15,"Liberia",0,0,0
2020-02-15,"Libya",0,0,0
2020-02-15,"Liechtenstein",0,0,0
2020-02-15,"Lithuania",0,0,0
2020-02-15,"Luxembourg",0,0,0
2020-02-15,"Madagascar",0,0,0
2020-02-15,"Malawi",0,0,0
2020-02-15,"Malaysia",0,22,7
2020-02-15,"Maldives",0,0,0
2020-02-15,"Mali",0,0,0
2020-02-15,"Malta",0,0,0
2020-02-15,"Mauritania",0,0,0
2020-02-15,"Mauritius",0,0,0
2020-02-15,"Mexico",0,0,0
2020-02-15,"Monaco",0,0,0
2020-02-15,"Mongolia",0,0,0
2020-02-15,"Montenegro",0,0,0
2020-02-15,"Morocco",0,0,0
2020-02-15,"Mozambique",0,0,0
2020-02-15,"Myanmar",0,0,0
2020-02-15,"Namibia",0,0,0
2020-02-15,"Nepal",0,1,1
2020-02-15,"Netherlands (the)",0,0,0
2020-02-15,"New Zealand",0,0,0
2020-02-15,"Nicaragua",0,0,0
2020-02-15,"Niger (the)",0,0,0
2020-02-15,"Nigeria",0,0,0
2020-02-15,"North Macedonia",0,0,0
2020-02-15,"Norway",0,0,0
2020-02-15,"Oman",0,0,0
2020-02-15,"Pakistan",0,0,0
2020-02-15,"Panama",0,0,0
2020-02-15,"Papua New Guinea",0,0,0
2020-02-15,"Paraguay",0,0,0
2020-02-15,"Peru",0,0,0
2020-02-15,"Philippines (the)",1,3,1
2020-02-15,"Poland",0,0,0
2020-02-15,"Portugal",0,0,0
2020-02-15,"Qatar",0,0,0
2020-02-15,"Republic of Moldova (the)",0,0,0
2020-02-15,"Romania",0,0,0
2020-02-15,"Russian Federation (the)",0,2,2
2020-02-15,"Rwanda",0,0,0
2020-02-15,"Saint Kitts and Nevis",0,0,0
2020-02-15,"Saint Lucia",0,0,0
2020-02-15,"Saint Vincent and the Grenadines",0,0,0
2020-02-15,"San Marino",0,0,0
2020-02-15,"Sao Tome and Principe",0,0,0
2020-02-15,"Saudi Arabia",0,0,0
2020-02-15,"Senegal",0,0,0
2020-02-15,"Serbia",0,0,0
2020-02-15,"Seychelles",0,0,0
2020-02-15,"Sierra Leone",0,0,0
2020-02-15,"Singapore",0,72,18
2020-02-15,"Slovakia",0,0,0
2020-02-15,"Slovenia",0,0,0
2020-02-15,"Somalia",0,0,0
2020-02-15,"South Africa",0,0,0
2020-02-15,"South Sudan",0,0,0
2020-02-15,"Spain",0,2,2
2020-02-15,"Sri Lanka",0,1,1
2020-02-15,"Sudan",0,0,0
2020-02-15,"Suriname",0,0,0
2020-02-15,"Sweden",0,1,0
2020-02-15,"Switzerland",0,0,0
2020-02-15,"Syrian Arab Republic (the)",0,0,0
2020-02-15,"Taiwan",0,18,2
2020-02-15,"Thailand",0,33,12
2020-02-15,"Timor-Leste",0,0,0
2020-02-15,"Togo",0,0,0
2020-02-15,"Trinidad and Tobago",0,0,0
2020-02-15,"Tunisia",0,0,0
2020-02-15,"Turkey",0,0,0
2020-02-15,"Uganda",0,0,0
2020-02-15,"Ukraine",0,0,0
2020-02-15,"United Arab Emirates (the)",0,8,3
2020-02-15,"United Kingdom of Great Britain and Northern Ireland (the)",0,9,1
2020-02-15,"United Republic of Tanzania (the)",0,0,0
2020-02-15,"United States of America (the)",0,13,3
2020-02-15,"Uruguay",0,0,0
2020-02-15,"Uzbekistan",0,0,0
2020-02-15,"Venezuela (Bolivarian Republic of)",0,0,0
2020-02-15,"Viet Nam",0,16,7
2020-02-15,"Yemen",0,0,0
2020-02-15,"Zambia",0,0,0
2020-02-15,"Zimbabwe",0,0,0
2020-02-16,"Afghanistan",0,0,0
2020-02-16,"Albania",0,0,0
2020-02-16,"Algeria",0,0,0
2020-02-16,"Andorra",0,0,0
2020-02-16,"Angola",0,0,0
2020-02-16,"Antigua and Barbuda",0,0,0
2020-02-16,"Argentina",0,0,0
2020-02-16,"Armenia",0,0,0
2020-02-16,"Australia",0,15,8
2020-02-16,"Austria",0,0,0
2020-02-16,"Azerbaijan",0,0,0
2020-02-16,"Bahamas, The",0,0,0
2020-02-16,"Bahrain",0,0,0
2020-02-16,"Bangladesh",0,0,0
2020-02-16,"Barbados",0,0,0
2020-02-16,"Belarus",0,0,0
2020-02-16,"Belgium",0,1,0
2020-02-16,"Belize",0,0,0
2020-02-16,"Benin",0,0,0
2020-02-16,"Bhutan",0,0,0
2020-02-16,"Bolivia (Plurinational State of)",0,0,0
2020-02-16,"Bosnia and Herzegovina",0,0,0
2020-02-16,"Botswana",0,0,0
2020-02-16,"Brazil",0,0,0
2020-02-16,"Brunei Darussalam",0,0,0
2020-02-16,"Bulgaria",0,0,0
2020-02-16,"Burkina Faso",0,0,0
2020-02-16,"Burundi",0,0,0
2020-02-16,"Cabo Verde",0,0,0
2020-02-16,"Cambodia",0,1,1
2020-02-16,"Cameroon",0,0,0
2020-02-16,"Canada",0,7,1
2020-02-16,"Central African Republic (the)",0,0,0
2020-02-16,"Chad",0,0,0
2020-02-16,"Chile",0,0,0
2020-02-16,"China",1766,70513,10755
2020-02-16,"Colombia",0,0,0
2020-02-16,"Congo (the)",0,0,0
2020-02-16,"Costa Rica",0,0,0
2020-02-16,"Côte d'Ivoire",0,0,0
2020-02-16,"Croatia",0,0,0
2020-02-16,"Cuba",0,0,0
2020-02-16,"Cyprus",0,0,0
2020-02-16,"Czechia",0,0,0
2020-02-16,"Democratic People's Republic of Korea (the)",0,29,9
2020-02-16,"Democratic Republic of the Congo (the)",0,0,0
2020-02-16,"Denmark",0,0,0
2020-02-16,"Djibouti",0,0,0
2020-02-16,"Dominica",0,0,0
2020-02-16,"Dominican Republic (the)",0,0,0
2020-02-16,"Ecuador",0,0,0
2020-02-16,"Egypt",0,1,0
2020-02-16,"El Salvador",0,0,0
2020-02-16,"Equatorial Guinea",0,0,0
2020-02-16,"Eritrea",0,0,0
2020-02-16,"Estonia",0,0,0
2020-02-16,"Eswatini",0,0,0
2020-02-16,"Ethiopia",0,0,0
2020-02-16,"Fiji",0,0,0
2020-02-16,"Finland",0,1,1
2020-02-16,"France",1,12,4
2020-02-16,"Gabon",0,0,0
2020-02-16,"Gambia, The",0,0,0
2020-02-16,"Georgia",0,0,0
2020-02-16,"Germany",0,16,1
2020-02-16,"Ghana",0,0,0
2020-02-16,"Greece",0,0,0
2020-02-16,"Grenada",0,0,0
2020-02-16,"Guatemala",0,0,0
2020-02-16,"Guinea",0,0,0
2020-02-16,"Guinea-Bissau",0,0,0
2020-02-16,"Guyana",0,0,0
2020-02-16,"Haiti",0,0,0
2020-02-16,"Honduras",0,0,0
2020-02-16,"Hungary",0,0,0
2020-02-16,"Iceland",0,0,0
2020-02-16,"India",0,3,3
2020-02-16,"Indonesia",0,0,0
2020-02-16,"Iran (Islamic Republic of)",0,0,0
2020-02-16,"Iraq",0,0,0
2020-02-16,"Ireland",0,0,0
2020-02-16,"Israel",0,0,0
2020-02-16,"Italy",0,3,0
2020-02-16,"Jamaica",0,0,0
2020-02-16,"Japan",1,59,12
2020-02-16,"Jordan",0,0,0
2020-02-16,"Kazakhstan",0,0,0
2020-02-16,"Kenya",0,0,0
2020-02-16,"Kuwait",0,0,0
2020-02-16,"Kyrgyzstan",0,0,0
2020-02-16,"Latvia",0,0,0
2020-02-16,"Lebanon",0,0,0
2020-02-16,"Liberia",0,0,0
2020-02-16,"Libya",0,0,0
2020-02-16,"Liechtenstein",0,0,0
2020-02-16,"Lithuania",0,0,0
2020-02-16,"Luxembourg",0,0,0
2020-02-16,"Madagascar",0,0,0
2020-02-16,"Malawi",0,0,0
2020-02-16,"Malaysia",0,22,7
2020-02-16,"Maldives",0,0,0
2020-02-16,"Mali",0,0,0
2020-02-16,"Malta",0,0,0
2020-02-16,"Mauritania",0,0,0
2020-02-16,"Mauritius",0,0,0
2020-02-16,"Mexico",0,0,0
2020-02-16,"Monaco",0,0,0
2020-02-16,"Mongolia",0,0,0
2020-02-16,"Montenegro",0,0,0
2020-02-16,"Morocco",0,0,0
2020-02-16,"Mozambique",0,0,0
2020-02-16,"Myanmar",0,0,0
2020-02-16,"Namibia",0,0,0
2020-02-16,"Nepal",0,1,1
2020-02-16,"Netherlands (the)",0,0,0
2020-02-16,"New Zealand",0,0,0
2020-02-16,"Nicaragua",0,0,0
2020-02-16,"Niger (the)",0,0,0
2020-02-16,"Nigeria",0,0,0
2020-02-16,"North Macedonia",0,0,0
2020-02-16,"Norway",0,0,0
2020-02-16,"Oman",0,0,0
2020-02-16,"Pakistan",0,0,0
2020-02-16,"Panama",0,0,0
2020-02-16,"Papua New Guinea",0,0,0
2020-02-16,"Paraguay",0,0,0
2020-02-16,"Peru",0,0,0
2020-02-16,"Philippines (the)",1,3,1
2020-02-16,"Poland",0,0,0
2020-02-16,"Portugal",0,0,0
2020-02-16,"Qatar",0,0,0
2020-02-16,"Republic of Moldova (the)",0,0,0
2020-02-16,"Romania",0,0,0
2020-02-16,"Russian Federation (the)",0,2,2
2020-02-16,"Rwanda",0,0,0
2020-02-16,"Saint Kitts and Nevis",0,0,0
2020-02-16,"Saint Lucia",0,0,0
2020-02-16,"Saint Vincent and the Grenadines",0,0,0
2020-02-16,"San Marino",0,0,0
2020-02-16,"Sao Tome and Principe",0,0,0
2020-02-16,"Saudi Arabia",0,0,0
2020-02-16,"Senegal",0,0,0
2020-02-16,"Serbia",0,0,0
2020-02-16,"Seychelles",0,0,0
2020-02-16,"Sierra Leone",0,0,0
2020-02-16,"Singapore",0,75,18
2020-02-16,"Slovakia",0,0,0
2020-02-16,"Slovenia",0,0,0
2020-02-16,"Somalia",0,0,0
2020-02-16,"South Africa",0,0,0
2020-02-16,"South Sudan",0,0,0
2020-02-16,"Spain",0,2,2
2020-02-16,"Sri Lanka",0,1,1
2020-02-16,"Sudan",0,0,0
2020-02-16,"Suriname",0,0,0
2020-02-16,"Sweden",0,1,0
2020-02-16,"Switzerland",0,0,0
2020-02-16,"Syrian Arab Republic (the)",0,0,0
2020-02-16,"Taiwan",1,20,2
2020-02-16,"Thailand",0,34,14
2020-02-16,"Timor-Leste",0,0,0
2020-02-16,"Togo",0,0,0
2020-02-16,"Trinidad and Tobago",0,0,0
2020-02-16,"Tunisia",0,0,0
2020-02-16,"Turkey",0,0,0
2020-02-16,"Uganda",0,0,0
2020-02-16,"Ukraine",0,0,0
2020-02-16,"United Arab Emirates (the)",0,9,4
2020-02-16,"United Kingdom of Great Britain and Northern Ireland (the)",0,9,8
2020-02-16,"United Republic of Tanzania (the)",0,0,0
2020-02-16,"United States of America (the)",0,13,3
2020-02-16,"Uruguay",0,0,0
2020-02-16,"Uzbekistan",0,0,0
2020-02-16,"Venezuela (Bolivarian Republic of)",0,0,0
2020-02-16,"Viet Nam",0,16,7
2020-02-16,"Yemen",0,0,0
2020-02-16,"Zambia",0,0,0
2020-02-16,"Zimbabwe",0,0,0
2020-02-17,"Afghanistan",0,0,0
2020-02-17,"Albania",0,0,0
2020-02-17,"Algeria",0,0,0
2020-02-17,"Andorra",0,0,0
2020-02-17,"Angola",0,0,0
2020-02-17,"Antigua and Barbuda",0,0,0
2020-02-17,"Argentina",0,0,0
2020-02-17,"Armenia",0,0,0
2020-02-17,"Australia",0,15,10
2020-02-17,"Austria",0,0,0
2020-02-17,"Azerbaijan",0,0,0
2020-02-17,"Bahamas, The",0,0,0
2020-02-17,"Bahrain",0,0,0
2020-02-17,"Bangladesh",0,0,0
2020-02-17,"Barbados",0,0,0
2020-02-17,"Belarus",0,0,0
2020-02-17,"Belgium",0,1,1
2020-02-17,"Belize",0,0,0
2020-02-17,"Benin",0,0,0
2020-02-17,"Bhutan",0,0,0
2020-02-17,"Bolivia (Plurinational State of)",0,0,0
2020-02-17,"Bosnia and Herzegovina",0,0,0
2020-02-17,"Botswana",0,0,0
2020-02-17,"Brazil",0,0,0
2020-02-17,"Brunei Darussalam",0,0,0
2020-02-17,"Bulgaria",0,0,0
2020-02-17,"Burkina Faso",0,0,0
2020-02-17,"Burundi",0,0,0
2020-02-17,"Cabo Verde",0,0,0
2020-02-17,"Cambodia",0,1,1
2020-02-17,"Cameroon",0,0,0
2020-02-17,"Canada",0,8,1
2020-02-17,"Central African Republic (the)",0,0,0
2020-02-17,"Chad",0,0,0
2020-02-17,"Chile",0,0,0
2020-02-17,"China",1864,72434,12462
2020-02-17,"Colombia",0,0,0
2020-02-17,"Congo (the)",0,0,0
2020-02-17,"Costa Rica",0,0,0
2020-02-17,"Côte d'Ivoire",0,0,0
2020-02-17,"Croatia",0,0,0
2020-02-17,"Cuba",0,0,0
2020-02-17,"Cyprus",0,0,0
2020-02-17,"Czechia",0,0,0
2020-02-17,"Democratic People's Republic of Korea (the)",0,30,10
2020-02-17,"Democratic Republic of the Congo (the)",0,0,0
2020-02-17,"Denmark",0,0,0
2020-02-17,"Djibouti",0,0,0
2020-02-17,"Dominica",0,0,0
2020-02-17,"Dominican Republic (the)",0,0,0
2020-02-17,"Ecuador",0,0,0
2020-02-17,"Egypt",0,1,0
2020-02-17,"El Salvador",0,0,0
2020-02-17,"Equatorial Guinea",0,0,0
2020-02-17,"Eritrea",0,0,0
2020-02-17,"Estonia",0,0,0
2020-02-17,"Eswatini",0,0,0
2020-02-17,"Ethiopia",0,0,0
2020-02-17,"Fiji",0,0,0
2020-02-17,"Finland",0,1,1
2020-02-17,"France",1,12,4
2020-02-17,"Gabon",0,0,0
2020-02-17,"Gambia, The",0,0,0
2020-02-17,"Georgia",0,0,0
2020-02-17,"Germany",0,16,1
2020-02-17,"Ghana",0,0,0
2020-02-17,"Greece",0,0,0
2020-02-17,"Grenada",0,0,0
2020-02-17,"Guatemala",0,0,0
2020-02-17,"Guinea",0,0,0
2020-02-17,"Guinea-Bissau",0,0,0
2020-02-17,"Guyana",0,0,0
2020-02-17,"Haiti",0,0,0
2020-02-17,"Honduras",0,0,0
2020-02-17,"Hungary",0,0,0
2020-02-17,"Iceland",0,0,0
2020-02-17,"India",0,3,3
2020-02-17,"Indonesia",0,0,0
2020-02-17,"Iran (Islamic Republic of)",0,0,0
2020-02-17,"Iraq",0,0,0
2020-02-17,"Ireland",0,0,0
2020-02-17,"Israel",0,0,0
2020-02-17,"Italy",0,3,0
2020-02-17,"Jamaica",0,0,0
2020-02-17,"Japan",1,66,12
2020-02-17,"Jordan",0,0,0
2020-02-17,"Kazakhstan",0,0,0
2020-02-17,"Kenya",0,0,0
2020-02-17,"Kuwait",0,0,0
2020-02-17,"Kyrgyzstan",0,0,0
2020-02-17,"Latvia",0,0,0
2020-02-17,"Lebanon",0,0,0
2020-02-17,"Liberia",0,0,0
2020-02-17,"Libya",0,0,0
2020-02-17,"Liechtenstein",0,0,0
2020-02-17,"Lithuania",0,0,0
2020-02-17,"Luxembourg",0,0,0
2020-02-17,"Madagascar",0,0,0
2020-02-17,"Malawi",0,0,0
2020-02-17,"Malaysia",0,22,7
2020-02-17,"Maldives",0,0,0
2020-02-17,"Mali",0,0,0
2020-02-17,"Malta",0,0,0
2020-02-17,"Mauritania",0,0,0
2020-02-17,"Mauritius",0,0,0
2020-02-17,"Mexico",0,0,0
2020-02-17,"Monaco",0,0,0
2020-02-17,"Mongolia",0,0,0
2020-02-17,"Montenegro",0,0,0
2020-02-17,"Morocco",0,0,0
2020-02-17,"Mozambique",0,0,0
2020-02-17,"Myanmar",0,0,0
2020-02-17,"Namibia",0,0,0
2020-02-17,"Nepal",0,1,1
2020-02-17,"Netherlands (the)",0,0,0
2020-02-17,"New Zealand",0,0,0
2020-02-17,"Nicaragua",0,0,0
2020-02-17,"Niger (the)",0,0,0
2020-02-17,"Nigeria",0,0,0
2020-02-17,"North Macedonia",0,0,0
2020-02-17,"Norway",0,0,0
2020-02-17,"Oman",0,0,0
2020-02-17,"Pakistan",0,0,0
2020-02-17,"Panama",0,0,0
2020-02-17,"Papua New Guinea",0,0,0
2020-02-17,"Paraguay",0,0,0
2020-02-17,"Peru",0,0,0
2020-02-17,"Philippines (the)",1,3,1
2020-02-17,"Poland",0,0,0
2020-02-17,"Portugal",0,0,0
2020-02-17,"Qatar",0,0,0
2020-02-17,"Republic of Moldova (the)",0,0,0
2020-02-17,"Romania",0,0,0
2020-02-17,"Russian Federation (the)",0,2,2
2020-02-17,"Rwanda",0,0,0
2020-02-17,"Saint Kitts and Nevis",0,0,0
2020-02-17,"Saint Lucia",0,0,0
2020-02-17,"Saint Vincent and the Grenadines",0,0,0
2020-02-17,"San Marino",0,0,0
2020-02-17,"Sao Tome and Principe",0,0,0
2020-02-17,"Saudi Arabia",0,0,0
2020-02-17,"Senegal",0,0,0
2020-02-17,"Serbia",0,0,0
2020-02-17,"Seychelles",0,0,0
2020-02-17,"Sierra Leone",0,0,0
2020-02-17,"Singapore",0,77,24
2020-02-17,"Slovakia",0,0,0
2020-02-17,"Slovenia",0,0,0
2020-02-17,"Somalia",0,0,0
2020-02-17,"South Africa",0,0,0
2020-02-17,"South Sudan",0,0,0
2020-02-17,"Spain",0,2,2
2020-02-17,"Sri Lanka",0,1,1
2020-02-17,"Sudan",0,0,0
2020-02-17,"Suriname",0,0,0
2020-02-17,"Sweden",0,1,0
2020-02-17,"Switzerland",0,0,0
2020-02-17,"Syrian Arab Republic (the)",0,0,0
2020-02-17,"Taiwan",1,22,2
2020-02-17,"Thailand",0,35,15
2020-02-17,"Timor-Leste",0,0,0
2020-02-17,"Togo",0,0,0
2020-02-17,"Trinidad and Tobago",0,0,0
2020-02-17,"Tunisia",0,0,0
2020-02-17,"Turkey",0,0,0
2020-02-17,"Uganda",0,0,0
2020-02-17,"Ukraine",0,0,0
2020-02-17,"United Arab Emirates (the)",0,9,4
2020-02-17,"United Kingdom of Great Britain and Northern Ireland (the)",0,9,8
2020-02-17,"United Republic of Tanzania (the)",0,0,0
2020-02-17,"United States of America (the)",0,13,3
2020-02-17,"Uruguay",0,0,0
2020-02-17,"Uzbekistan",0,0,0
2020-02-17,"Venezuela (Bolivarian Republic of)",0,0,0
2020-02-17,"Viet Nam",0,16,7
2020-02-17,"Yemen",0,0,0
2020-02-17,"Zambia",0,0,0
2020-02-17,"Zimbabwe",0,0,0
2020-02-18,"Afghanistan",0,0,0
2020-02-18,"Albania",0,0,0
2020-02-18,"Algeria",0,0,0
2020-02-18,"Andorra",0,0,0
2020-02-18,"Angola",0,0,0
2020-02-18,"Antigua and Barbuda",0,0,0
2020-02-18,"Argentina",0,0,0
2020-02-18,"Armenia",0,0,0
2020-02-18,"Australia",0,15,10
2020-02-18,"Austria",0,0,0
2020-02-18,"Azerbaijan",0,0,0
2020-02-18,"Bahamas, The",0,0,0
2020-02-18,"Bahrain",0,0,0
2020-02-18,"Bangladesh",0,0,0
2020-02-18,"Barbados",0,0,0
2020-02-18,"Belarus",0,0,0
2020-02-18,"Belgium",0,1,1
2020-02-18,"Belize",0,0,0
2020-02-18,"Benin",0,0,0
2020-02-18,"Bhutan",0,0,0
2020-02-18,"Bolivia (Plurinational State of)",0,0,0
2020-02-18,"Bosnia and Herzegovina",0,0,0
2020-02-18,"Botswana",0,0,0
2020-02-18,"Brazil",0,0,0
2020-02-18,"Brunei Darussalam",0,0,0
2020-02-18,"Bulgaria",0,0,0
2020-02-18,"Burkina Faso",0,0,0
2020-02-18,"Burundi",0,0,0
2020-02-18,"Cabo Verde",0,0,0
2020-02-18,"Cambodia",0,1,1
2020-02-18,"Cameroon",0,0,0
2020-02-18,"Canada",0,8,1
2020-02-18,"Central African Republic (the)",0,0,0
2020-02-18,"Chad",0,0,0
2020-02-18,"Chile",0,0,0
2020-02-18,"China",2003,74211,14206
2020-02-18,"Colombia",0,0,0
2020-02-18,"Congo (the)",0,0,0
2020-02-18,"Costa Rica",0,0,0
2020-02-18,"Côte d'Ivoire",0,0,0
2020-02-18,"Croatia",0,0,0
2020-02-18,"Cuba",0,0,0
2020-02-18,"Cyprus",0,0,0
2020-02-18,"Czechia",0,0,0
2020-02-18,"Democratic People's Republic of Korea (the)",0,31,12
2020-02-18,"Democratic Republic of the Congo (the)",0,0,0
2020-02-18,"Denmark",0,0,0
2020-02-18,"Djibouti",0,0,0
2020-02-18,"Dominica",0,0,0
2020-02-18,"Dominican Republic (the)",0,0,0
2020-02-18,"Ecuador",0,0,0
2020-02-18,"Egypt",0,1,0
2020-02-18,"El Salvador",0,0,0
2020-02-18,"Equatorial Guinea",0,0,0
2020-02-18,"Eritrea",0,0,0
2020-02-18,"Estonia",0,0,0
2020-02-18,"Eswatini",0,0,0
2020-02-18,"Ethiopia",0,0,0
2020-02-18,"Fiji",0,0,0
2020-02-18,"Finland",0,1,1
2020-02-18,"France",1,12,4
2020-02-18,"Gabon",0,0,0
2020-02-18,"Gambia, The",0,0,0
2020-02-18,"Georgia",0,0,0
2020-02-18,"Germany",0,16,12
2020-02-18,"Ghana",0,0,0
2020-02-18,"Greece",0,0,0
2020-02-18,"Grenada",0,0,0
2020-02-18,"Guatemala",0,0,0
2020-02-18,"Guinea",0,0,0
2020-02-18,"Guinea-Bissau",0,0,0
2020-02-18,"Guyana",0,0,0
2020-02-18,"Haiti",0,0,0
2020-02-18,"Honduras",0,0,0
2020-02-18,"Hungary",0,0,0
2020-02-18,"Iceland",0,0,0
2020-02-18,"India",0,3,3
2020-02-18,"Indonesia",0,0,0
2020-02-18,"Iran (Islamic Republic of)",0,0,0
2020-02-18,"Iraq",0,0,0
2020-02-18,"Ireland",0,0,0
2020-02-18,"Israel",0,0,0
2020-02-18,"Italy",0,3,0
2020-02-18,"Jamaica",0,0,0
2020-02-18,"Japan",1,74,13
2020-02-18,"Jordan",0,0,0
2020-02-18,"Kazakhstan",0,0,0
2020-02-18,"Kenya",0,0,0
2020-02-18,"Kuwait",0,0,0
2020-02-18,"Kyrgyzstan",0,0,0
2020-02-18,"Latvia",0,0,0
2020-02-18,"Lebanon",0,0,0
2020-02-18,"Liberia",0,0,0
2020-02-18,"Libya",0,0,0
2020-02-18,"Liechtenstein",0,0,0
2020-02-18,"Lithuania",0,0,0
2020-02-18,"Luxembourg",0,0,0
2020-02-18,"Madagascar",0,0,0
2020-02-18,"Malawi",0,0,0
2020-02-18,"Malaysia",0,22,13
2020-02-18,"Maldives",0,0,0
2020-02-18,"Mali",0,0,0
2020-02-18,"Malta",0,0,0
2020-02-18,"Mauritania",0,0,0
2020-02-18,"Mauritius",0,0,0
2020-02-18,"Mexico",0,0,0
2020-02-18,"Monaco",0,0,0
2020-02-18,"Mongolia",0,0,0
2020-02-18,"Montenegro",0,0,0
2020-02-18,"Morocco",0,0,0
2020-02-18,"Mozambique",0,0,0
2020-02-18,"Myanmar",0,0,0
2020-02-18,"Namibia",0,0,0
2020-02-18,"Nepal",0,1,1
2020-02-18,"Netherlands (the)",0,0,0
2020-02-18,"New Zealand",0,0,0
2020-02-18,"Nicaragua",0,0,0
2020-02-18,"Niger (the)",0,0,0
2020-02-18,"Nigeria",0,0,0
2020-02-18,"North Macedonia",0,0,0
2020-02-18,"Norway",0,0,0
2020-02-18,"Oman",0,0,0
2020-02-18,"Pakistan",0,0,0
2020-02-18,"Panama",0,0,0
2020-02-18,"Papua New Guinea",0,0,0
2020-02-18,"Paraguay",0,0,0
2020-02-18,"Peru",0,0,0
2020-02-18,"Philippines (the)",1,3,1
2020-02-18,"Poland",0,0,0
2020-02-18,"Portugal",0,0,0
2020-02-18,"Qatar",0,0,0
2020-02-18,"Republic of Moldova (the)",0,0,0
2020-02-18,"Romania",0,0,0
2020-02-18,"Russian Federation (the)",0,2,2
2020-02-18,"Rwanda",0,0,0
2020-02-18,"Saint Kitts and Nevis",0,0,0
2020-02-18,"Saint Lucia",0,0,0
2020-02-18,"Saint Vincent and the Grenadines",0,0,0
2020-02-18,"San Marino",0,0,0
2020-02-18,"Sao Tome and Principe",0,0,0
2020-02-18,"Saudi Arabia",0,0,0
2020-02-18,"Senegal",0,0,0
2020-02-18,"Serbia",0,0,0
2020-02-18,"Seychelles",0,0,0
