Country Code,Topic,Indicator Name,Needed,Indicator Code,Important,Indicator ID,Combined Feature,Transfered,Note,Short definition,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
CUB,Poverty: Poverty rates,Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),1,SI.POV.LMIC,1,1078,0,0,0,"Poverty headcount ratio at $3.20 a day is the percentage of the population living on less than $3.20 a day at 2011 international prices. As a result of revisions in PPP exchange rates, poverty rates for individual countries cannot be compared with poverty rates reported in earlier editions.",,,,,,,,,,,,,,,,,,,,
CUB,Health: Risk factors,"Prevalence of HIV, total (% of population ages 15-49)",1,SH.DYN.AIDS.ZS,1,940,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,
CUB,Environment: Density & urbanization,Rural population (% of total population),1,SP.RUR.TOTL.ZS,1,1324,0,0,0,0,24.677,24.445,24.215,24.053,23.959,23.866,23.773,23.68,23.587,23.495,23.403,23.311,23.219,23.173,23.139,23.104,23.07,23.023,22.963,
CUB,Health: Risk factors,"Smoking prevalence, total (ages 15+)",1,SH.PRV.SMOK,1,979,0,0,0,0,45.7,,,,,41.6,,,,,38.4,37.7,37.2,36.5,36.1,35.9,35.2,,,
CUB,Health: Health systems,"Specialist surgical workforce (per 100,000 population)",1,SH.MED.SAOP.P5,1,971,0,0,0,0,,,,,,,,,,,,,,112.94,,,,100.89,,
CUB,Public Sector: Government finance: Revenue,Tax revenue (% of GDP),1,GC.TAX.TOTL.GD.ZS,1,365,0,0,0,0,,,,,,,,,,,,,,,,,,,,
CUB,Economic Policy & Debt: Balance of payments: Reserves & other items,Total reserves (% of total external debt),1,FI.RES.TOTL.DT.ZS,1,303,0,0,0,0,,,,,,,,,,,,,,,,,,,,
CUB,Economic Policy & Debt: Balance of payments: Reserves & other items,Total reserves in months of imports,1,FI.RES.TOTL.MO,1,304,0,0,0,0,,,,,,,,,,,,,,,,,,,,
CUB,"Economic Policy & Debt: Balance of payments: Current account: Goods, services & income",Trade in services (% of GDP),1,BG.GSR.NFSV.GD.ZS,1,30,0,2,0,0,,,,,,,,,,,,,,,,,,,,
CUB,Health: Disease prevention,"Tuberculosis case detection rate (%, all forms)",1,SH.TBS.DTEC.ZS,1,1035,0,0,0,0,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,
CUB,Health: Disease prevention,Tuberculosis treatment success rate (% of new cases),1,SH.TBS.CURE.ZS,1,1034,0,0,0,0,93,93,92,93,92,90,90,91,88,90,90,88,85,84,82,83,84,82,,
CUB,Health: Universal Health Coverage,UHC service coverage index,1,SH.UHC.SRVS.CV.XD,1,1049,0,0,0,UHC service coverage index,,,,,,,,,,,,,,,,81,,83,,
CUB,Environment: Land use,Urban land area (sq. km),1,AG.LND.TOTL.UR.K2,1,22,22/20,0,0,0,9572.447266,,,,,,,,,,9572.447266,,,,,,,,,
CUW,Environment: Energy production & use,Access to electricity (% of population),1,EG.ELC.ACCS.ZS,1,199,0,2,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,
CUW,Health: Risk factors,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",1,SH.DTH.COMM.ZS,1,932,0,0,0,0,,,,,,,,,,,,,,,,,,,,
CUW,Health: Disease prevention,Children with fever receiving antimalarial drugs (% of children under age 5 with fever),1,SH.MLR.TRET.ZS,1,974,0,0,0,0,,,,,,,,,,,,,,,,,,,,
CUW,Health: Health systems,"Community health workers (per 1,000 people)",1,SH.MED.CMHW.P3,1,968,0,0,0,0,,,,,,,,,,,,,,,,,,,,
CUW,Social Protection & Labor: Performance,Coverage of social safety net programs (% of population),1,per_sa_allsa.cov_pop_tot,1,741,0,0,0,0,,,,,,,,,,,,,,,,,,,,
CUW,Public Sector: Policy & institutions,CPIA macroeconomic management rating (1=low to 6=high),1,IQ.CPA.MACR.XQ,1,482,0,0,0,0,,,,,,,,,,,,,,,,,,,,
CUW,Public Sector: Policy & institutions,CPIA social protection rating (1=low to 6=high),1,IQ.CPA.PROT.XQ,1,486,0,0,0,0,,,,,,,,,,,,,,,,,,,,
CUW,Health: Health systems,Current health expenditure per capita (current US$),1,SH.XPD.CHEX.PC.CD,1,1052,0,0,0,0,,,,,,,,,,,,,,,,,,,,
CUW,Health: Risk factors,Diabetes prevalence (% of population ages 20 to 79),1,SH.STA.DIAB.ZS,1,996,0,0,0,0,,,,,,,,,,,,,,,,,,,,11.6
CUW,Environment: Land use,Disaster risk reduction progress score (1-5 scale; 5=best),1,EN.CLC.DRSK.XQ,1,257,0,0,0,0,,,,,,,,,,,,,,,,,,,,
CUW,Health: Health systems,Domestic general government health expenditure per capita (current US$),1,SH.XPD.GHED.PC.CD,1,1060,0,0,0,0,,,,,,,,,,,,,,,,,,,,
CUW,Health: Health systems,Domestic private health expenditure per capita (current US$),1,SH.XPD.PVTD.PC.CD,1,1066,0,0,0,0,,,,,,,,,,,,,,,,,,,,
CUW,Social Protection & Labor: Economic activity,Employment in agriculture (% of total employment) (modeled ILO estimate),1,SL.AGR.EMPL.ZS,1,1099,0,0,0,0,,,,,,,,,,,,,,,,,,,,
CUW,Social Protection & Labor: Economic activity,"Employment to population ratio, 15+, total (%) (national estimate)",1,SL.EMP.TOTL.SP.NE.ZS,1,1117,0,0,use 1117 or 1118 which one is more available,0,,,,,,,,,,,,52.22000122,,52.13000107,47.93000031,49.18999863,,,48.31000137,
CUW,Economic Policy & Debt: External debt: Debt ratios & other items,External debt stocks (% of GNI),1,DT.DOD.DECT.GN.ZS,1,122,0,0,0,Total external debt stocks to gross national income.,,,,,,,,,,,,,,,,,,,,
CUW,Health: Health systems,External health expenditure per capita (current US$),1,SH.XPD.EHEX.PC.CD,1,1055,0,0,0,0,,,,,,,,,,,,,,,,,,,,
CUW,Economic Policy & Debt: National accounts: US$ at current prices: Aggregate indicators,GDP per capita (current US$),1,NY.GDP.PCAP.CD,1,681,0,2,0,0,,,,,,,,,,,,20146.38641,20587.39736,20462.71795,20258.00969,19951.3279,19555.36585,19457.53152,19567.89244,
CUW,Poverty: Income distribution,GINI index (World Bank estimate),1,SI.POV.GINI,1,1077,0,0,0,0,,,,,,,,,,,,,,,,,,,,
CUW,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI per capita, Atlas method (current US$)",1,NY.GNP.PCAP.CD,1,702,0,2,0,0,,,,,,,,,,,,,,19940,19850,19640,19070,19070,,
CUW,Health: Health systems,"Hospital beds (per 1,000 people)",1,SH.MED.BEDS.ZS,1,967,0,0,0,0,,,,,,,,,,,,,,,,,,,,
CUW,Public Sector: Policy & institutions,Human capital index (HCI) (scale 0-1),1,HD.HCI.OVRL,1,383,0,0,0,0,,,,,,,,,,,,,,,,,,,,
CUW,Health: Disease prevention,"Immunization, DPT (% of children ages 12-23 months)",1,SH.IMM.IDPT,1,965,0,0,0,0,,,,,,,,,,,,,,,,,,,,
CUW,Health: Disease prevention,"Immunization, HepB3 (% of one-year-old children)",1,SH.IMM.HEPB,1,964,0,0,0,0,,,,,,,,,,,,,,,,,,,,
CUW,Health: Disease prevention,"Immunization, measles (% of children ages 12-23 months)",1,SH.IMM.MEAS,1,966,0,0,0,0,,,,,,,,,,,,,,,,,,,,
CUW,Health: Risk factors,"Incidence of malaria (per 1,000 population at risk)",1,SH.MLR.INCD.P3,1,972,0,0,0,0,,,,,,,,,,,,,,,,,,,,
CUW,Health: Risk factors,"Incidence of tuberculosis (per 100,000 people)",1,SH.TBS.INCD,1,1036,0,0,0,0,,,,,,,,,,,3.9,0.76,0.74,1.5,3.6,5.8,2.9,6.4,6.4,
CUW,Social Protection & Labor: Economic activity,Informal employment (% of total non-agricultural employment),1,SL.ISV.IFRM.ZS,1,1137,0,0,0,0,,,,,,,,,,,,,,,,,,,,
CUW,Social Protection & Labor: Migration,International migrant stock (% of population),1,SM.POP.TOTL.ZS,1,1227,0,0,0,"International migrant stock is the number of people born in a country other than that in which they live, including refugees.",,,,,,,,,,,23.45923241,,,,,23.92511593,,,,
CUW,Private Sector & Trade: Travel & tourism,"International tourism, number of arrivals",1,ST.INT.ARVL,1,1329,0,0,0,"International inbound tourists (overnight visitors) are the number of tourists who travel to a country other than that in which they usually reside, and outside their usual environment, for a period not exceeding 12 months and whose main purpose in visiting is other than an activity remunerated from within the country visited. When data on number of tourists are not available, the number of visitors, which includes tourists, same-day visitors, cruise passengers, and
crew members, is shown instead.",191000,205000,218000,221000,223000,222000,234000,300000,409000,367000,342000,390000,421000,441000,452000,468000,441000,399000,432000,
CUW,Private Sector & Trade: Travel & tourism,"International tourism, number of departures",1,ST.INT.DPRT,1,1330,ratio of 1329/1330,0,0,International outbound tourists are the number of departures that people make from their country of usual residence to any other country for any purpose other than an activity remunerated in the country visited.,,,,,,,,,,,,,,,,,,,,
CUW,Social Protection & Labor: Labor force structure,"Labor force participation rate, total (% of total population ages 15+) (national estimate)",1,SL.TLF.CACT.NE.ZS,1,1186,0,0,"use one from 1118, 1119,1186, 11887",0,,,,,,,,,,,,57.88000107,,59.93999863,54.84000015,55.70999908,,,55.79999924,
CUW,Environment: Land use,Land area (sq. km),1,AG.LND.TOTL.K2,1,20,0,0,0,0,444,444,444,444,444,444,444,444,444,444,444,444,444,444,444,444,444,444,,
CUW,Health: Mortality,"Life expectancy at birth, total (years)",1,SP.DYN.LE00.IN,1,1242,0,0,0,0,,,,,,,74.7097561,75.36341463,75.3097561,76.15609756,,77.47317073,77.52439024,77.82682927,77.97560976,78.07560976,77.7195122,78.01707317,,
CUW,Education: Outcomes,"Literacy rate, adult female (% of females ages 15 and above)",1,SE.ADT.LITR.FE.ZS,1,760,0,0,0,0,,,,,,,,,,,,,,,,,,,,
CUW,Education: Outcomes,"Literacy rate, adult male (% of males ages 15 and above)",1,SE.ADT.LITR.MA.ZS,1,761,0,0,0,0,,,,,,,,,,,,,,,,,,,,
CUW,Private Sector & Trade: Exports,Merchandise exports by the reporting economy (current US$),1,TX.VAL.MRCH.WL.CD,1,1413,0,0,0,"Merchandise exports by the reporting economy are the total merchandise exports by the reporting economy to the rest of the world, as reported in the IMF's Direction of trade database. Data are in current U.S. dollars.",,,,,,,,,,,5701872,147517182,165286935,477644186,504959094,309398915,848670936,376588678,349212900,
CUW,Private Sector & Trade: Exports,Merchandise exports to high-income economies (% of total merchandise exports),1,TX.VAL.MRCH.HI.ZS,1,1404,0,0,0,Merchandise exports to high-income economies are the sum of merchandise exports from the reporting economy to high-income economies according to the World Bank classification of economies. Data are expressed as a percentage of total merchandise exports by the economy.,,,,,,,,,,,,5.540276657,5.740061064,70.0041206,46.5305352,26.21000788,82.74140838,53.26635497,56.52613348,
CUW,Private Sector & Trade: Exports,Merchandise exports to low- and middle-income economies within region (% of total merchandise exports),1,TX.VAL.MRCH.WR.ZS,1,1414,0,0,0,Merchandise exports to low- and middle-income economies within region are the sum of merchandise exports from the reporting economy to other low- and middle-income economies in the same World Bank region as a percentage of total merchandise exports by the economy.,,,,,,,,,,,,,,,,,,,,
CUW,Private Sector & Trade: Imports,Merchandise imports from high-income economies (% of total merchandise imports),1,TM.VAL.MRCH.HI.ZS,1,1375,0,0,0,Merchandise imports from high-income economies are the sum of merchandise imports by the reporting economy from high-income economies according to the World Bank classification of economies. Data are expressed as a percentage of total merchandise imports by the economy.,,,,,,,,,,,,47.06629634,31.03724178,65.35206534,83.94432744,68.84705119,77.33562178,83.35696856,85.4326063,
CUW,Private Sector & Trade: Total merchandise trade,Merchandise trade (% of GDP),1,TG.VAL.TOTL.GD.ZS,1,1339,0,0,0,0,,,,,,,,,,,,100.635153,102.2645077,82.95166352,79.81874316,63.39011914,59.28344982,62.728411,78.32711097,
CUW,Infrastructure: Communications,Mobile cellular subscriptions (per 100 people),1,IT.CEL.SETS.P2,1,508,0,0,0,0,,,,,,,,,,138.3374494,136.7526409,135.4390572,132.2219136,129.7894052,121.5544558,119.1695809,115.8905198,115.5478188,114.5239383,
CUW,Social Protection & Labor: Migration,Net migration,1,SM.POP.NETM,1,1223,0,0,0,"Net migration is the number of immigrants minus the number of emigrants, including citizens and noncitizens, for the five-year period.",,,-6070,,,,,15363,,,,,6817,,,,,2573,,
CUW,Economic Policy & Debt: National accounts: US$ at current prices: Aggregate indicators,Net primary income (Net income from abroad) (current US$),1,NY.GSR.NFCY.CD,1,713,0,2,0,0,,,,,,,,,,,,-13296089.39,-43407821.23,-53798882.68,-27486033.52,1061452.514,-20614525.14,21787709.5,,
CUW,Health: Health systems,"Number of surgical procedures (per 100,000 population)",1,SH.SGR.PROC.P5,1,984,"sum(984,971,970,968,968",0,0,0,,,,,,,,,,,,,,,,,,,,
CUW,Health: Health systems,"Nurses and midwives (per 1,000 people)",1,SH.MED.NUMW.P3,1,969,0,0,0,0,,,,,,,,,,,,,,,,,,,,
CUW,Health: Disease prevention,People with basic handwashing facilities including soap and water (% of population),1,SH.STA.HYGN.ZS,1,1000,0,0,0,0,,,,,,,,,,,,,,,,,,,,
CUW,Health: Health systems,"Physicians (per 1,000 people)",1,SH.MED.PHYS.ZS,1,970,0,0,0,0,,,,,,,,,,,,,,,,,,,,
CUW,Health: Population: Structure,Population ages 0-14 (% of total population),1,SP.POP.0014.TO.ZS,1,1259,0,0,use either male or female,0,24.92356591,23.98852796,23.29937638,22.71555718,22.13193079,21.55459925,21.46901589,21.24732789,20.975589,20.78325892,20.70955547,20.37356793,20.22581499,20.14745462,20.01174079,19.7726576,19.5862206,19.27936937,18.88394613,
CUW,Health: Population: Structure,Population ages 15-64 (% of total population),1,SP.POP.1564.TO.ZS,1,1271,0,0,use either male or female,0,64.80626608,65.40980338,65.77526436,66.01932676,66.23420008,66.41051256,66.36849635,66.41848956,66.47848967,66.43185867,66.2468497,66.21737846,65.96885355,65.5981734,65.22894547,64.90831858,64.65427315,64.50613283,64.43115906,
CUW,Health: Population: Structure,Population ages 65 and above (% of total population),1,SP.POP.65UP.TO.ZS,1,1297,0,0,use either male or female,0,10.270168,10.60166866,10.92535926,11.26511606,11.63386913,12.03488819,12.16248776,12.33418255,12.54592133,12.7848824,13.04359483,13.40905361,13.80533146,14.25437198,14.75931373,15.31902382,15.75950625,16.2144978,16.68489481,
CUW,Environment: Density & urbanization,Population density (people per sq. km of land area),1,EN.POP.DNST,1,268,0,0,0,0,301.4864865,290.6463964,291.0022523,297.0653153,302.2342342,310.0405405,318.1058559,324.4504505,328.5585586,330.704955,334.9166667,339.7094595,342.5405405,346.4459459,351.1463964,355.8108108,359.6036036,360.7545045,,
CUW,Environment: Density & urbanization,Population in the largest city (% of urban population),1,EN.URB.LCTY.UR.ZS,1,274,0,0,0,0,,,,,,,,,,,,,,,,,,,,
CUW,Environment: Density & urbanization,Population in urban agglomerations of more than 1 million (% of total population),1,EN.URB.MCTY.TL.ZS,1,276,0,0,0,0,,,,,,,,,,,,,,,,,,,,
CUW,Environment: Density & urbanization,Population living in slums (% of urban population),1,EN.POP.SLUM.UR.ZS,1,272,0,0,0,0,,,,,,,,,,,,,,,,,,,,
CUW,Health: Population: Structure,"Population, total",1,SP.POP.TOTL,1,1311,0,0,0,0,133860,129047,129205,131897,134192,137658,141239,144056,145880,146833,148703,150831,152088,153822,155909,157980,159664,160175,159849,
CUW,Poverty: Poverty rates,Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),1,SI.POV.LMIC,1,1078,0,0,0,"Poverty headcount ratio at $3.20 a day is the percentage of the population living on less than $3.20 a day at 2011 international prices. As a result of revisions in PPP exchange rates, poverty rates for individual countries cannot be compared with poverty rates reported in earlier editions.",,,,,,,,,,,,,,,,,,,,
CUW,Health: Risk factors,"Prevalence of HIV, total (% of population ages 15-49)",1,SH.DYN.AIDS.ZS,1,940,0,0,0,0,,,,,,,,,,,,,,,,,,,,
CUW,Environment: Density & urbanization,Rural population (% of total population),1,SP.RUR.TOTL.ZS,1,1324,0,0,0,0,9.248,8.989,9.106,9.225,9.345,9.466,9.589,9.713,9.839,9.966,10.095,10.225,10.346,10.456,10.557,10.648,10.728,10.797,10.855,
CUW,Health: Risk factors,"Smoking prevalence, total (ages 15+)",1,SH.PRV.SMOK,1,979,0,0,0,0,,,,,,,,,,,,,,,,,,,,
CUW,Health: Health systems,"Specialist surgical workforce (per 100,000 population)",1,SH.MED.SAOP.P5,1,971,0,0,0,0,,,,,,,,,,,,,,,,,,,,
CUW,Public Sector: Government finance: Revenue,Tax revenue (% of GDP),1,GC.TAX.TOTL.GD.ZS,1,365,0,0,0,0,,,,,,,,,,,,,,,,,,,,
CUW,Economic Policy & Debt: Balance of payments: Reserves & other items,Total reserves (% of total external debt),1,FI.RES.TOTL.DT.ZS,1,303,0,0,0,0,,,,,,,,,,,,,,,,,,,,
CUW,Economic Policy & Debt: Balance of payments: Reserves & other items,Total reserves in months of imports,1,FI.RES.TOTL.MO,1,304,0,0,0,0,,,,,,,,,,,,,,,,,,,,
CUW,"Economic Policy & Debt: Balance of payments: Current account: Goods, services & income",Trade in services (% of GDP),1,BG.GSR.NFSV.GD.ZS,1,30,0,2,0,0,,,,,,,,,,,,70.01708666,75.97721326,77.97316866,80.24219416,78.63138372,73.84249847,74.12616211,79.22549284,
CUW,Health: Disease prevention,"Tuberculosis case detection rate (%, all forms)",1,SH.TBS.DTEC.ZS,1,1035,0,0,0,0,,,,,,,,,,,87,87,87,87,87,87,87,87,,
CUW,Health: Disease prevention,Tuberculosis treatment success rate (% of new cases),1,SH.TBS.CURE.ZS,1,1034,0,0,0,0,,,,,,,,,,,,0,0,0,,50,50,,,
CUW,Health: Universal Health Coverage,UHC service coverage index,1,SH.UHC.SRVS.CV.XD,1,1049,0,0,0,UHC service coverage index,,,,,,,,,,,,,,,,,,,,
CUW,Environment: Land use,Urban land area (sq. km),1,AG.LND.TOTL.UR.K2,1,22,22/20,0,0,0,,,,,,,,,,,,,,,,,,,,
CYP,Environment: Energy production & use,Access to electricity (% of population),1,EG.ELC.ACCS.ZS,1,199,0,2,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,
CYP,Health: Risk factors,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",1,SH.DTH.COMM.ZS,1,932,0,0,0,0,4,,,,,,,,,,3.7,,,,,4.4,4.1,,,
CYP,Health: Disease prevention,Children with fever receiving antimalarial drugs (% of children under age 5 with fever),1,SH.MLR.TRET.ZS,1,974,0,0,0,0,,,,,,,,,,,,,,,,,,,,
CYP,Health: Health systems,"Community health workers (per 1,000 people)",1,SH.MED.CMHW.P3,1,968,0,0,0,0,,,,,,,,,,,,,,,,,,,,
CYP,Social Protection & Labor: Performance,Coverage of social safety net programs (% of population),1,per_sa_allsa.cov_pop_tot,1,741,0,0,0,0,,,,,,,,,,,,,,,,,,,,
CYP,Public Sector: Policy & institutions,CPIA macroeconomic management rating (1=low to 6=high),1,IQ.CPA.MACR.XQ,1,482,0,0,0,0,,,,,,,,,,,,,,,,,,,,
CYP,Public Sector: Policy & institutions,CPIA social protection rating (1=low to 6=high),1,IQ.CPA.PROT.XQ,1,486,0,0,0,0,,,,,,,,,,,,,,,,,,,,
CYP,Health: Health systems,Current health expenditure per capita (current US$),1,SH.XPD.CHEX.PC.CD,1,1052,0,0,0,0,751.0773325,782.5985729,890.5235378,1123.609926,1258.179635,1328.412765,1432.182858,1641.701496,2156.660287,2105.022507,1958.802127,2153.402314,1942.217708,1920.270977,1847.553623,1581.638711,1634.430922,,,
CYP,Health: Risk factors,Diabetes prevalence (% of population ages 20 to 79),1,SH.STA.DIAB.ZS,1,996,0,0,0,0,,,,,,,,,,,9.1,,,,,,,,,9
CYP,Environment: Land use,Disaster risk reduction progress score (1-5 scale; 5=best),1,EN.CLC.DRSK.XQ,1,257,0,0,0,0,,,,,,,,,,,,,,,,,,,,
CYP,Health: Health systems,Domestic general government health expenditure per capita (current US$),1,SH.XPD.GHED.PC.CD,1,1060,0,0,0,0,312.8407358,331.4729095,400.5745421,486.2916682,507.2893719,533.7508956,595.5422898,686.0521321,904.389508,902.8166294,944.5176969,1012.39191,881.3745919,885.2795412,808.3911136,669.9089147,689.7529479,,,
CYP,Health: Health systems,Domestic private health expenditure per capita (current US$),1,SH.XPD.PVTD.PC.CD,1,1066,0,0,0,0,438.2365967,451.1256634,489.9489957,637.318258,750.8902633,794.6618696,836.6405682,955.6493643,1252.270779,1202.205878,1002.399851,1127.542377,1047.428363,1019.658229,1023.698781,890.9938747,925.6345869,,,
CYP,Social Protection & Labor: Economic activity,Employment in agriculture (% of total employment) (modeled ILO estimate),1,SL.AGR.EMPL.ZS,1,1099,0,0,0,0,5.40500021,4.837999821,5.254000187,5.186999798,5.104000092,4.738999844,4.261000156,4.385000229,4.230999947,3.928999901,3.795000076,3.828000069,2.911999941,3.105000019,4.429999828,3.994999886,3.644000053,2.528000116,2.496999979,2.467999935
CYP,Social Protection & Labor: Economic activity,"Employment to population ratio, 15+, total (%) (national estimate)",1,SL.EMP.TOTL.SP.NE.ZS,1,1117,0,0,use 1117 or 1118 which one is more available,0,57.28540039,59.23360062,59.82310104,60.55759811,60.30400085,59.84579849,60.65190125,61.86270142,61.85990143,60.30759811,60.24629974,58.72940063,55.94589996,53.25170135,53.49309921,53.00450134,53.32649994,54.82189941,57.17369843,
CYP,Economic Policy & Debt: External debt: Debt ratios & other items,External debt stocks (% of GNI),1,DT.DOD.DECT.GN.ZS,1,122,0,0,0,Total external debt stocks to gross national income.,,,,,,,,,,,,,,,,,,,,
CYP,Health: Health systems,External health expenditure per capita (current US$),1,SH.XPD.EHEX.PC.CD,1,1055,0,0,0,0,,,,,,,,,,,11.88457946,13.46802642,13.41475271,15.33320646,15.46372782,20.73592125,19.04338728,,,
CYP,Economic Policy & Debt: National accounts: US$ at current prices: Aggregate indicators,GDP per capita (current US$),1,NY.GDP.PCAP.CD,1,681,0,2,0,0,14388.3467,14821.44552,16093.21868,20252.24214,23792.61793,24959.26591,26729.32675,31244.92801,35391.04006,32105.86748,30818.47993,32233.64339,28984.94455,27942.30127,27407.15286,23217.48415,24019.13787,25760.7627,28159.3017,
CYP,Poverty: Income distribution,GINI index (World Bank estimate),1,SI.POV.GINI,1,1077,0,0,0,0,,,,,30.1,30.3,31.1,31.1,31.7,32.1,31.5,32.6,34.3,37,35.6,34,32.9,31.4,,
CYP,Economic Policy & Debt: National accounts: Atlas GNI & GNI per capita,"GNI per capita, Atlas method (current US$)",1,NY.GNP.PCAP.CD,1,702,0,2,0,0,14180,14170,14510,16710,20260,23990,25600,27340,31840,31260,31300,31480,28940,27220,26670,26380,24660,24140,26300,
CYP,Health: Health systems,"Hospital beds (per 1,000 people)",1,SH.MED.BEDS.ZS,1,967,0,0,0,0,4.5,4.4,4.4,4.3,4.2,3.8,3.7,3.8,3.8,3.7,3.5,3.5,3.5,3.4,,,,,,
CYP,Public Sector: Policy & institutions,Human capital index (HCI) (scale 0-1),1,HD.HCI.OVRL,1,383,0,0,0,0,,,,,,,,,,,,,,,,,,0.751,,
CYP,Health: Disease prevention,"Immunization, DPT (% of children ages 12-23 months)",1,SH.IMM.IDPT,1,965,0,0,0,0,97,97,98,98,98,98,97,97,97,99,99,99,99,99,99,97,97,97,99,
CYP,Health: Disease prevention,"Immunization, HepB3 (% of one-year-old children)",1,SH.IMM.HEPB,1,964,0,0,0,0,89,89,88,88,88,88,93,93,93,96,96,96,96,96,96,97,97,97,97,
CYP,Health: Disease prevention,"Immunization, measles (% of children ages 12-23 months)",1,SH.IMM.MEAS,1,966,0,0,0,0,86,86,86,86,86,86,87,87,87,87,87,87,86,86,86,90,90,90,90,
CYP,Health: Risk factors,"Incidence of malaria (per 1,000 population at risk)",1,SH.MLR.INCD.P3,1,972,0,0,0,0,,,,,,,,,,,,,,,,,,,,
CYP,Health: Risk factors,"Incidence of tuberculosis (per 100,000 people)",1,SH.TBS.INCD,1,1036,0,0,0,0,4,4.8,2.4,4.1,3.4,3.8,4,4.4,5.1,5.3,6.3,5.2,6.4,4.1,3.9,6.2,5.6,5.1,5.4,
CYP,Social Protection & Labor: Economic activity,Informal employment (% of total non-agricultural employment),1,SL.ISV.IFRM.ZS,1,1137,0,0,0,0,,,,,,,,,,,,,,,,,,,,
CYP,Social Protection & Labor: Migration,International migrant stock (% of population),1,SM.POP.TOTL.ZS,1,1227,0,0,0,"International migrant stock is the number of people born in a country other than that in which they live, including refugees.",8.489038861,,,,,11.34675465,,,,,17.02686908,,,,,16.83403415,,,,
CYP,Private Sector & Trade: Travel & tourism,"International tourism, number of arrivals",1,ST.INT.ARVL,1,1329,0,0,0,"International inbound tourists (overnight visitors) are the number of tourists who travel to a country other than that in which they usually reside, and outside their usual environment, for a period not exceeding 12 months and whose main purpose in visiting is other than an activity remunerated from within the country visited. When data on number of tourists are not available, the number of visitors, which includes tourists, same-day visitors, cruise passengers, and
crew members, is shown instead.",2686000,2697000,2418000,2303000,2349000,2470000,2401000,2416000,2404000,2141000,2173000,2392000,2465000,2405000,2441000,2659000,3187000,3652000,3939000,
CYP,Private Sector & Trade: Travel & tourism,"International tourism, number of departures",1,ST.INT.DPRT,1,1330,ratio of 1329/1330,0,0,International outbound tourists are the number of departures that people make from their country of usual residence to any other country for any purpose other than an activity remunerated in the country visited.,588000,684000,744000,737000,859000,914000,932000,1081000,1210000,1172000,1246000,1209000,1194000,1115000,1209000,1119000,1268000,1407000,1446000,
CYP,Social Protection & Labor: Labor force structure,"Labor force participation rate, total (% of total population ages 15+) (national estimate)",1,SL.TLF.CACT.NE.ZS,1,1186,0,0,"use one from 1118, 1119,1186, 11887",0,60.27970123,61.69129944,61.86370087,63.16970062,63.03549957,63.19760132,63.53839874,64.38809967,64.20649719,63.72570038,64.27149963,63.73659897,63.4272995,63.29740143,63.74909973,62.29109955,61.2594986,61.63330078,62.39599991,
CYP,Environment: Land use,Land area (sq. km),1,AG.LND.TOTL.K2,1,20,0,0,0,0,9240,9240,9240,9240,9240,9240,9240,9240,9240,9240,9240,9240,9240,9240,9240,9240,9240,9240,9240,
CYP,Health: Mortality,"Life expectancy at birth, total (years)",1,SP.DYN.LE00.IN,1,1242,0,0,0,0,78.009,78.139,78.264,78.385,78.506,78.63,78.764,78.91,79.071,79.245,79.43,79.621,79.812,79.999,80.178,80.35,80.513,80.672,,
CYP,Education: Outcomes,"Literacy rate, adult female (% of females ages 15 and above)",1,SE.ADT.LITR.FE.ZS,1,760,0,0,0,0,,95.07966,,,,,,,,,,98.11623,,,,,,,,
CYP,Education: Outcomes,"Literacy rate, adult male (% of males ages 15 and above)",1,SE.ADT.LITR.MA.ZS,1,761,0,0,0,0,,98.63104,,,,,,,,,,99.28615,,,,,,,,
CYP,Private Sector & Trade: Exports,Merchandise exports by the reporting economy (current US$),1,TX.VAL.MRCH.WL.CD,1,1413,0,0,0,"Merchandise exports by the reporting economy are the total merchandise exports by the reporting economy to the rest of the world, as reported in the IMF's Direction of trade database. Data are in current U.S. dollars.",401744935,433706670,422764609,477453029,947876648,1457779078,1330691731,1391424560,1638149061,1256571707,1401903069,1819960335,1740507916,2017368241,3163859519,3295278077,2964524467,3287463396,5051556396,
CYP,Private Sector & Trade: Exports,Merchandise exports to high-income economies (% of total merchandise exports),1,TX.VAL.MRCH.HI.ZS,1,1404,0,0,0,Merchandise exports to high-income economies are the sum of merchandise exports from the reporting economy to high-income economies according to the World Bank classification of economies. Data are expressed as a percentage of total merchandise exports by the economy.,76.39369069,73.20746393,73.57109734,74.50139289,76.09740556,70.37961866,65.34535511,64.80674044,60.83162007,64.20336551,63.9234641,63.10723288,59.82848951,62.21895187,63.08868741,58.54608318,59.4962763,54.26273975,43.1296422,
